Customer_ID,Age,Annual_Income,Years_Experience,Education_Level,City,House_Price
CUST-1044,20.0,18361.411842325557,0.0,PhD,New York,134306.03861115847
CUST-1045,54.0,,32.998582810846706,PhD,Los Angeles,590242.9622932912
CUST-1046,68.0,,44.49918453206057,Bachelor,Chicago,538900.409272478
CUST-1047,24.0,58065.73776259215,4.209030652710734,Bachelor,New York,272209.0126844755
CUST-1048,,49101.618263821,18.76466612464682,MASTER,New York,338875.5449379639
CUST-1049,,67982.72228704141,4.095819334333839,Bachelor,N/A,368528.6170966052
CUST-1050,56.0,59247.30595150303,34.059915704481,,New York,495475.8691341872
CUST-1051,,82066.03764033043,-999.0,Master,Houston,446121.9686911819
CUST-1052,21.0,62284.552973240796,0.0,Bachelor,Houston,279821.6726595255
CUST-1053,,63006.035229237554,20.867734770748356,Bachelor,New York,386744.66382068803
CUST-1054,31.0,52727.75575572289,14.199443578333032,Master,New York,292959.01912787906
CUST-1055,67.0,58861.08752557865,45.505948598508006, high school ,New York,535309.1736046026
CUST-1056,26.0,66156.03537784118,4.283319695957555,Master,Chicago,388268.1006637589
CUST-1057,43.0,25796.632146867487,20.704916388729682,Master,Chicago,250705.00827581345
CUST-1058,70.0,,50.488383942999874,Bachelor,Houston,
CUST-1059,19.0,74865.2818804543,0.0,Master,?,368742.72797655023
CUST-1060,,63417.30876255884,14.701253923357148,Master,Chicago,6311019.325158408
CUST-1061,45.0,56320.33327294642,26.642608064546025,,New York,392543.38344555296
CUST-1062,64.0,60368.678661307866,45.83920600902727,Master,New York,497416.8972185281
CUST-1063,24.0,66951.63410723342,1.7991528685225897,Master,Houston,303984.77318039234
CUST-1064,61.0,49204.806393812774,36.26692009727877,Bachelor,New York,428328.7581541773
CUST-1065,25.0,,6.015027379673844, high school ,New York,
CUST-1066,64.0,63916.90510195363,41.63074034847999,Bachelor,Chicago,527152.3121061781
CUST-1067,52.0,40432.54444769936,32.58125119832554,Bachelor,Los Angeles,360028.29102058895
CUST-1068,31.0,,6.059792364576329,PhD,UNKNOWN,367354.53256880416
CUST-1069,34.0,,14.785194676598618,,Chicago,190343.23389819948
CUST-1070,53.0,80583.11274651287,29.57765614143844,,New York,532660.8067041672
CUST-1071,67.0,,47.46152823813305,Master,UNKNOWN,573874.2889019771
CUST-1072,57.0,65120.594686277516,36.02854613567287,High School,New York,
CUST-1073,21.0,79653.81967891028,0.0,Bachelor,Los Angeles,392129.03239711473
CUST-1074,19.0,93309.48888925153,0.0,High School,Los Angeles,454218.773789869
CUST-1075,,80287.4013003626,3.372636913913402,PhD,New York,387959.5970029153
CUST-1076,71.0,23182.515373367096,50.21178890623047,Master,Los Angeles,346760.2782761433
CUST-1077,59.0,34408.460665285966,39.16882596094497,Master,New York,366609.8220957771
CUST-1078,21.0,47503.628446086426,3.952881169030971,Bachelor,Los Angeles,228789.44605716623
CUST-1079,71.0,60521.821004216676,46.8715167765779,High School,Los Angeles,528210.8377299436
CUST-1080,,70353.18040938246,28.23442514993725,Master,Houston,447908.72795055277
CUST-1081,35.0,45485.12373693069,14.208711875046426,Bachelor,Houston,326380.5347671578
CUST-1082,43.0,63735.33528954157,20.202431903353745,Master,New York,470361.99814770574
CUST-1083,61.0,44892.34135293355,37.339372748522024,,Los Angeles,384014.7342912216
CUST-1084,51.0,47769.64394016103,29.621759218445934,Master,Los Angeles,393683.87194542936
CUST-1085,27.0,31866.778063035556,7.843300223848919,,New York,189261.85433315628
CUST-1086,53.0,41535.335077781914,31.744901759244932,Bachelor,Houston,387667.56747269817
CUST-1087,31.0,32966.30788767333,13.022309860494694,Bachelor,Chicago,
CUST-1088,48.0,40482.53494045335,24.097648619896884,Bachelor,New York,
CUST-1089,65.0,81072.8359321568,43.97582210430789,Master,Los Angeles,
CUST-1090,32.0,41012.02222336114,8.495213111173761,Bachelor,New York,252865.1246111872
CUST-1091,,112647.64129674781,4.727263765249936,Bachelor,Chicago,532820.5452524323
CUST-1092,31.0,69866.35801761778,11.7737747801946,MASTER,New York,416778.6971922577
CUST-1093,40.0,,18.158476412637892,High School,N/A,380186.1715094627
CUST-1094,74.0,42832.84439637573,47.79157228674573,High School,Houston,460921.6231272237
CUST-1095,57.0,74006.19758817983,36.397896293592986,Bachelor,Los Angeles,519119.1273210299
CUST-1096,38.0,48487.24347524452,17.873477103467017,Bachelor,Chicago,325951.2176540298
CUST-1097,33.0,62440.19629290723,12.808589509923396,Bachelor,UNKNOWN,372600.549532856
CUST-1098,62.0,111201.69076537588,43.471564383644306,High School,Chicago,704776.6848036532
CUST-1099,35.0,58078.802005507,11.857892640701902,,New York,354687.4647854094
CUST-1100,64.0,82985.46652571352,44.360432210900896,Master,Los Angeles,640774.2601072738
CUST-1101,,,51.38501502495595,Bachelor,Houston,446416.79716772016
CUST-1102,,59300.23019006076,16.442824831986968,Master,Chicago,
CUST-1103,-43.0,95416.0127127102,22.639303651837956,,Chicago,599242.4089999043
CUST-1104,,47460.65884424465,19.991640337984656,Master,Phoenix,316144.0110873538
CUST-1105,62.0,96248.97115993858,40.83695465379671,PhD,Phoenix,612254.8690538498
CUST-1106,58.0,74155.0387091095,37.69535296707667,High School,UNKNOWN,541332.755596517
CUST-1107,,48750.66448211465,24.025542871772895,Bachelor,New York,346769.4307156628
CUST-1108,32.0,72648.15478111042,9.648583841676777,Bachelor,Los Angeles,450577.5285191024
CUST-1109,62.0,79451.0889925346,41.06830483497605, high school ,Chicago,574605.0034838297
CUST-1110,18.0,72436.19924434392,0.0,Bachelor,Houston,332907.9113986682
CUST-1111,,28595.50560219087,18.82834974222963,Bachelor,Chicago,219485.83666125505
CUST-1112,24.0,45457.25648350263,4.358746565913007,Bachelor,New York,280881.5178507716
CUST-1113,26.0,55049.6272889699,2.702411929682688,Bachelor,Houston,
CUST-1114,41.0,,21.332625001818425,Master,Chicago,389894.5863729618
CUST-1115,,72413.44195101356,0.0,High School,New York,376755.55740737304
CUST-1116,61.0,63554.020018665076,36.548386542418804,Bachelor,Los Angeles,475031.7909129785
CUST-1117,25.0,33293.11282579797,2.64487069532869,Master,New York,3201752.6553573804
CUST-1118,41.0,67603.95702011927,22.388218806094745,PhD,Los Angeles,432468.25276325794
CUST-1119,,72211.71490567646,5.037668937720637,Master,New York,399148.83667660825
CUST-1120,68.0,71195.8089586208,46.07119147538123,bachelor,Los Angeles,575363.3231276954
CUST-1121,34.0,81615.61451109244,13.924121786503793,bachelor,Los Angeles,454539.7873780567
CUST-1122,25.0,76678.44309097808,5.566781018565191,Bachelor,Chicago,400844.5635025099
CUST-1123,52.0,69183.60158456874,30.496922227911007,High School,Chicago,471522.49852620513
CUST-1124,52.0,58596.68577082706,29.804979610616716,Master,Houston,394159.7146275858
CUST-1125,50.0,26780.78132968017,31.844739723397016, high school ,New York,297487.75658870506
CUST-1126,22.0,68592.36438265172,4.477799327595157,Master,New York,402403.83172554494
CUST-1127,59.0,64153.75374326222,39.95771610156359, high school ,Phoenix,474972.0616320942
CUST-1128,56.0,65431.57674390747,35.17063628513005,High School,New York,464628.2614629062
CUST-1129,58.0,34465.02848359381,35.38346855671815,Bachelor,N/A,326474.839555233
CUST-1130,45.0,38378.869191834754,22.339111186886868,Master,Houston,325337.03939199506
CUST-1131,24.0,81063.05706665808,4.045028210531515, high school ,Los Angeles,424130.9777864669
CUST-1132,26.0,59208.8969228669,5.836796441777367,bachelor,N/A,
CUST-1133,25.0,73630.01394745249,6.803197185892859,Bachelor,New York,366294.1777802407
CUST-1134,29.0,60566.367522609224,9.300900185072278,High School,Los Angeles,346260.77419795643
CUST-1135,51.0,60595.1227899149,26.993839396480364,Bachelor,Chicago,391044.017560663
CUST-1136,50.0,78765.67611951995,31.103895235445837,Bachelor,Los Angeles,526342.8924156147
CUST-1137,65.0,,42.003878745371175,Master,?,468855.7203487482
CUST-1138,72.0,61922.41553881967,50.2320574560953,Bachelor,New York,506067.0638771325
CUST-1139,40.0,50754.49422589915,-999.0,High School,Los Angeles,
CUST-1140,,51310.07545135369,23.991334979567927,Bachelor,Chicago,403855.2917621669
CUST-1141,54.0,53816.557530627215,39.21983711201072,High School,Chicago,425540.0292362401
CUST-1142,52.0,,32.213446118272365,Bachelor,New York,493031.0739504468
CUST-1143,61.0,,39.633606762559225,Bachelor,Los Angeles,433463.502708019
CUST-1144,57.0,85115.12251147041,37.0690112969611,Bachelor,Houston,575676.214768967
CUST-1145,39.0,,19.775310851747673,Bachelor,New York,318271.5928429038
CUST-1146,44.0,56262.56711677282,22.358664748885616,Bachelor,Houston,364157.5748534735
CUST-1147,52.0,51205.3788345165,34.590422711824644,Bachelor,Chicago,
CUST-1148,18.0,88939.55768707466,0.0,Master,Houston,417690.7742212336
CUST-1149,52.0,63931.09553023149,31.995486178182787,Bachelor,Chicago,428664.0523354643
CUST-1150,54.0,80636.8907893727,34.331848504108926,Master,?,555298.605932664
CUST-1151,64.0,30288.79253926056,43.84317322122891,Master,Chicago,357246.3909184114
CUST-1152,31.0,65341.00531738518,11.677881000939225,bachelor,Phoenix,371642.5462199333
CUST-1153,20.0,77792.61591246874,0.0,MASTER,Los Angeles,
CUST-1154,18.0,61645.67978550848,0.0,Master,N/A,344190.5682288583
CUST-1155,22.0,81309.60750130702,0.0,Bachelor,?,420811.0884155345
CUST-1156,43.0,49654.230997992556,22.879002461240454,Bachelor,New York,380684.9439789873
CUST-1157,72.0,,52.55787300702423, high school ,Los Angeles,654878.7710767328
CUST-1158,31.0,105977.962472385,10.915545732303771,Bachelor,N/A,512917.8960850583
CUST-1159,56.0,52743.22879120682,38.348984866695076,Bachelor,Los Angeles,485214.41872275365
CUST-1160,44.0,51089.949571984565,22.988807962341905,Bachelor,Phoenix,363343.7592608095
CUST-1161,26.0,89067.68954235403,6.337483311185025,Bachelor,Phoenix,440097.0579736469
CUST-1162,32.0,91591.44291461425,8.816598247721371,Bachelor,Los Angeles,
CUST-1163,32.0,49542.799456934634,10.225800595051197,High School,New York,330798.01904144185
CUST-1164,43.0,51596.263658082855,23.391075515131554,Bachelor,Chicago,366280.14910463087
CUST-1165,59.0,54364.30782278986,39.698204221486286,PhD,Los Angeles,484198.3770654976
CUST-1166,30.0,33110.98977931446,8.412066104671636,Bachelor,Houston,246310.6507838517
CUST-1167,,41626.961070316036,46.856801496283865,Bachelor,Los Angeles,402982.1996202223
CUST-1168,49.0,39917.184664958644,24.96425250663838,MASTER,Los Angeles,311175.3358707421
CUST-1169,,44644.04869791743,34.285941598386785,Bachelor,Houston,
CUST-1170,66.0,59306.30225226437,46.78076632703957,,Los Angeles,438405.3450210474
CUST-1171,69.0,64684.294650730415,49.15041003221313,Master,Los Angeles,538294.1636958015
CUST-1172,49.0,91010.00985628154,29.00133144276242,Bachelor,Los Angeles,534278.2586409374
CUST-1173,21.0,,0.09954737436192015, high school ,Los Angeles,200032.93342075645
CUST-1174,47.0,79686.44796953167,26.014126317256352,Bachelor,Los Angeles,499660.8925889315
CUST-1175,54.0,55720.22311548982,31.679357721053105,bachelor,Houston,417822.9677351758
CUST-1176,40.0,59010.72580695134,20.39765684040507,Bachelor,Los Angeles,372934.7053496811
CUST-1177,56.0,73496.38984333207,35.84194588877878,bachelor,Los Angeles,494831.0007206103
CUST-1178,62.0,37545.559568754026,41.9840376959856,Bachelor,Chicago,
CUST-1179,32.0,67648.19492368102,9.94793031466484,Master,New York,428947.2182045929
CUST-1180,60.0,63329.04416426112,34.693314160257515,High School,New York,450008.9957135405
CUST-1181,,,27.19430542350739,MASTER,UNKNOWN,504456.44881384476
CUST-1182,53.0,65783.37287815637,31.04232508798319,MASTER,Chicago,458665.51595383196
CUST-1183,30.0,109106.00279821789,7.274448471913759,High School,Chicago,561030.0448410145
CUST-1184,49.0,47245.200314973685,29.386957823827988,bachelor,Chicago,372682.42589144263
CUST-1185,24.0,49380.060899963646,2.215974720161741,Bachelor,New York,4096751.785717245
CUST-1186,68.0,47537.18947150471,49.119872768093245,Bachelor,Chicago,
CUST-1187,39.0,48890.457616794905,19.234011899153394,Bachelor,Los Angeles,339356.2582374537
CUST-1188,45.0,47252.25745386965,25.367138646400957,,Los Angeles,
CUST-1189,19.0,83780.33062215103,0.0,Master,Los Angeles,372896.7517046678
CUST-1190,,88410.0849597971,40.4238879707728,Master,New York,585277.1708884273
CUST-1191,62.0,48585.07412501048,41.52250106246771,Bachelor,New York,395165.8338598978
CUST-1192,74.0,43352.88853791542,52.26144572150759,PhD,N/A,463177.92429552146
CUST-1193,70.0,69428.31112772808,49.286776934684504,,Los Angeles,535371.09107172
CUST-1194,,48955.539114380575,0.0,,Los Angeles,248160.91320174906
CUST-1195,45.0,72658.63635511021,24.817305622961342,Master,New York,503168.3268071392
CUST-1196,45.0,64058.46041702599,21.941256983635856,High School,New York,451569.3321505642
CUST-1197,61.0,,37.29465942831293,High School,Chicago,336160.0855826225
CUST-1198,61.0,90950.10402660123,36.95528162756422,PhD,Los Angeles,609464.1948488194
CUST-1199,37.0,,18.22537674997985,Bachelor,Los Angeles,588801.9845640616
CUST-1200,47.0,47744.22619031228,24.741473212614423,Master,New York,372592.34050321626
CUST-1201,,52245.968801280316,10.067455419833,Bachelor,Chicago,299114.06436834735
CUST-1202,72.0,65717.3078144981,49.928397073895404,Master,New York,517862.6234589163
CUST-1203,45.0,66689.1357997405,20.585284084814106,Master,New York,439203.7938073931
CUST-1204,,,18.766951120102682,Bachelor,Los Angeles,469302.9322154343
CUST-1205,56.0,100204.090775327,37.47162324001388,Bachelor,New York,631541.9900961721
CUST-1206,50.0,56461.05545011901,28.688203644126666, high school ,New York,422419.4293363664
CUST-1207,18.0,44034.055109230925,0.0, high school ,Chicago,216063.91561866342
CUST-1208,74.0,32413.615439709454,53.320036451705576,Master,Chicago,412220.56885383424
CUST-1209,44.0,45381.39920116162,24.00356547233509,Bachelor,Houston,280031.4413831743
CUST-1210,74.0,59337.46054252406,55.23479763180492,Bachelor,Los Angeles,538178.4302438695
CUST-1211,,95891.15727035576,50.896998459785856,Master,New York,711935.4356561599
CUST-1212,30.0,49647.77401927657,8.280462708421828,MASTER,New York,277471.3073228461
CUST-1213,58.0,64475.75903277797,34.34790462783592,Bachelor,N/A,481497.7887363915
CUST-1214,20.0,59671.54207854496,0.0,High School,Chicago,279623.17168615427
CUST-1215,56.0,83767.86546896168,35.520561013165775,Bachelor,Chicago,576528.1195571442
CUST-1216,23.0,110538.64851747244,0.07248214757877824, high school ,New York,526728.2848329579
CUST-1217,25.0,49382.624541593585,2.0856981702099144,Master,Los Angeles,242497.86643075067
CUST-1218,44.0,50211.21114963556,23.687575763099773,High School,New York,396326.9641542875
CUST-1219,26.0,80883.21754138144,4.902695296859098,Bachelor,Chicago,440905.86516509915
CUST-1220,54.0,73637.82979252623,33.065593990823174,PhD,UNKNOWN,496444.3469406332
CUST-1221,50.0,96934.14651472066,27.48300933059986,,N/A,606097.395043487
CUST-1222,68.0,71678.56370651929,46.539198571588464,Bachelor,Los Angeles,
CUST-1223,59.0,52814.158184258806,36.151533711463394,MASTER,Los Angeles,
CUST-1224,61.0,71813.09661384618,41.78039682224957,MASTER,UNKNOWN,497643.7278291795
CUST-1225,41.0,82174.07161165815,22.070498669447506,bachelor,Chicago,522659.98178661993
CUST-1226,32.0,,7.307624275523812,PhD,New York,399523.79506119096
CUST-1227,71.0,70145.48062214596,48.14097827961518,High School,Los Angeles,557631.8993024707
CUST-1228,49.0,81333.49379178308,25.00694148981984,Bachelor,New York,580468.5903389885
CUST-1229,49.0,83385.91180891346,26.699952131186205,,Los Angeles,536383.2940516945
CUST-1230,41.0,,19.83312406041928,Bachelor,Los Angeles,
CUST-1231,,72974.19775179285,34.10070956060294,PhD,Chicago,462553.659245979
CUST-1232,69.0,56657.63839366291,46.156280373749375,Master,Los Angeles,531672.3172413901
CUST-1233,66.0,62934.273728666456,42.992085255837004,Bachelor,New York,
CUST-1234,66.0,84130.17933016713,45.41453465879789,Master,Los Angeles,588743.4383746582
CUST-1235,69.0,43661.28658025528,48.1386886740725,High School,Houston,436108.04815617006
CUST-1236,,67373.46617745803,6.556524893325493,Master,Chicago,401760.46727104497
CUST-1237,56.0,52133.22375345279,35.3536417442788,Bachelor,Los Angeles,443991.43179001793
CUST-1238,19.0,60574.89645869635,0.0,Bachelor,UNKNOWN,297141.0963181271
CUST-1239,20.0,,0.0,,UNKNOWN,422767.9692256274
CUST-1240,66.0,63821.981360398066,48.34690418059707,Bachelor,New York,516229.98634180485
CUST-1241,54.0,,35.6809221035807,PhD,New York,465713.3978839293
CUST-1242,66.0,32802.877180401614,42.400837526144805,PhD,Chicago,375648.8785096951
CUST-1243,73.0,74925.07132054442,53.65946483575835,PhD,Houston,631860.4628417587
CUST-1244,34.0,72909.68362282151,14.622793108983185,Master,N/A,447141.40869062004
CUST-1245,66.0,103265.0944661092,42.70347342249477,High School,?,704152.7799201168
CUST-1246,19.0,,0.0,Bachelor,Chicago,261741.2699155774
CUST-1247,19.0,64383.00655327878,1.0758638368251057,Master,Los Angeles,339996.678359983
CUST-1248,,,21.754910387511174,High School,New York,422910.0510414253
CUST-1249,71.0,91549.0655952695,48.16499435797147,Bachelor,New York,635917.9190347987
CUST-1250,40.0,58094.089352260955,21.035322933687006,Bachelor,Los Angeles,374447.1760884619
CUST-1251,54.0,65580.43051540678,33.5429906216513,bachelor,Chicago,478854.0837788925
CUST-1252,49.0,72157.93019433078,29.102952550479046,Bachelor,Chicago,508274.9381175442
CUST-1253,50.0,63732.18246312716,-999.0,PhD,Chicago,446250.1520785464
CUST-1254,18.0,51071.32770898943,0.0,Bachelor,New York,
CUST-1255,36.0,63881.79985796615,12.347055743377833,PhD,Chicago,379927.80867340165
CUST-1256,19.0,81472.63499719545,0.0946354132428966,Bachelor,New York,398247.164728522
CUST-1257,70.0,39469.694011778796,51.33917998485555,Bachelor,Los Angeles,441277.1037301401
CUST-1258,61.0,62659.39348293752,39.541218511863946,PhD,Houston,515087.7141076714
CUST-1259,43.0,45997.583701216536,21.913046100372274,Bachelor,Chicago,362701.3459588387
CUST-1260,49.0,83900.93257849685,24.937784994888556,Master,N/A,
CUST-1261,-23.0,29536.261904324507,3.0285095120356695,Bachelor,New York,161095.12065434371
CUST-1262,49.0,48821.563054568236,29.144114883428287,Bachelor,Los Angeles,354624.4106219551
CUST-1263,72.0,,50.87561796600138,Bachelor,Los Angeles,582046.3144108229
CUST-1264,21.0,91310.48058468681,2.2487067197410053,Bachelor,Los Angeles,485363.78549875657
CUST-1265,72.0,58684.99477854025,50.33184553804012,MASTER,Phoenix,515200.96491982834
CUST-1266,28.0,48896.009466136034,8.1292118517872,,Chicago,280383.9140348489
CUST-1267,,97623.14138881181,49.96067132261577,Master,Phoenix,735355.7141399749
CUST-1268,34.0,31039.72199167512,12.952895698251524,Bachelor,New York,242176.38238766778
CUST-1269,55.0,16023.88086759836,33.65129148419433,,Phoenix,266467.230976802
CUST-1270,41.0,68800.28900106665,20.450615844081884,MASTER,New York,402680.2353877025
CUST-1271,22.0,49958.91551294777,0.26094614233328284,Bachelor,Phoenix,275566.1599672503
CUST-1272,69.0,,47.737054808656666, high school ,Los Angeles,401571.8023714619
CUST-1273,51.0,,31.65209434288301,Bachelor,Los Angeles,476857.8586372169
CUST-1274,23.0,64876.01427542398,1.126471525523565,High School,Los Angeles,321152.1893968108
CUST-1275,39.0,48718.42738526543,14.786845798522641,Master,UNKNOWN,307448.64254304505
CUST-1276,28.0,34393.91202658211,10.499167808410842,bachelor,New York,
CUST-1277,65.0,77449.14656560289,46.76290815738097,Master,Los Angeles,550285.343154233
CUST-1278,33.0,73004.02355917322,9.415474609788763,Master,Phoenix,430234.9375073376
CUST-1279,50.0,58016.482724412344,30.37941561049039,Bachelor,Los Angeles,455404.57645423745
CUST-1280,26.0,,3.9940504588973136,Bachelor,New York,
CUST-1281,23.0,38598.304673476945,2.5269744306621194,MASTER,Los Angeles,240234.73946429638
CUST-1282,33.0,29489.496581505224,12.588448258026988,Bachelor,Los Angeles,199704.8636453138
CUST-1283,46.0,,-999.0,Master,UNKNOWN,
CUST-1284,20.0,59088.27967289004,0.0,High School,Houston,4852575.555141313
CUST-1285,,64866.78898645384,14.618917895367481,Bachelor,Los Angeles,391976.6932271697
CUST-1286,53.0,,30.167616169037515, high school ,N/A,413664.1620645124
CUST-1287,36.0,,13.33635558353911,High School,Los Angeles,425997.2825427413
CUST-1288,,34969.21151619112,21.86564341990129,Master,New York,256468.68176943823
CUST-1289,20.0,88875.29208146519,0.0,bachelor,New York,445134.82283496857
CUST-1290,36.0,58356.97643214862,16.36410413142524,Bachelor,Los Angeles,393231.96046118333
CUST-1291,37.0,82345.91663176255,18.974492310671856,Bachelor,New York,500888.6037884573
CUST-1292,,66854.50692755409,26.839893517259913,Master,UNKNOWN,512982.4345838586
CUST-1293,24.0,69135.06438307567,3.478809001070754,Bachelor,Houston,
CUST-1294,69.0,71395.34560464408,48.99937022060587,High School,New York,595709.7864475542
CUST-1295,58.0,68954.1712003463,37.94400454183855,MASTER,Chicago,508473.5181435385
CUST-1296,50.0,72854.45519735088,29.151910535832176,Master,Chicago,521135.93190439214
CUST-1297,57.0,86583.05060264863,37.48536483671945,Bachelor,UNKNOWN,587387.597329043
CUST-1298,56.0,63930.4233940294,35.96449790536131, high school ,Phoenix,469883.5044426545
CUST-1299,,74180.07515177024,11.524675155345404,Master,Los Angeles,453536.16874579305
CUST-1300,57.0,58205.28611425547,37.738312128778546,Master,Houston,448349.675425012
CUST-1301,,88802.34430898946,0.0,Master,Chicago,391292.40541793866
CUST-1302,28.0,46472.153958814604,5.473427791642837,MASTER,Chicago,254623.80411024854
CUST-1303,45.0,96018.80865821632,24.075875670895204,,New York,587288.0896393724
CUST-1304,,59196.84098711313,54.36665798562214,High School,New York,575286.7271885527
CUST-1305,42.0,,20.58137236084128,High School,Los Angeles,268752.5922743123
CUST-1306,67.0,62562.088298215785,48.14595609553202,Bachelor,New York,559422.1923094178
CUST-1307,40.0,,23.727744989238722,Master,New York,305934.2127580371
CUST-1308,48.0,76812.87097977448,25.428027934730036,High School,Chicago,482860.4165927277
CUST-1309,47.0,46947.52041395218,23.23791079369245,Master,New York,344263.19631500967
CUST-1310,59.0,51076.33133570441,38.607637191209754,High School,Chicago,431302.4168974861
CUST-1311,52.0,,32.44312501025229,MASTER,Los Angeles,277373.06895191397
CUST-1312,24.0,50953.87361501846,2.538267252310462,PhD,N/A,290180.0069593193
CUST-1313,33.0,11522.413467420869,14.906521326642068,High School,Los Angeles,134950.25362905787
CUST-1314,,28321.943530285535,19.322788400553502,High School,New York,253392.82826177354
CUST-1315,65.0,75208.29312288595,45.385837246063225,High School,Chicago,570966.7585330752
CUST-1316,74.0,75716.00317301665,51.788278358482216,Master,Houston,
CUST-1317,69.0,68509.15123569929,51.43875581241459,Bachelor,N/A,563265.7807708548
CUST-1318,66.0,,48.98503070633624,Master,Los Angeles,425335.7509899516
CUST-1319,19.0,59045.7728771604,0.0,PhD,Los Angeles,290078.96382214566
CUST-1320,18.0,59927.94921818863,0.0,Master,UNKNOWN,297469.7578963851
CUST-1321,65.0,36832.70621614915,45.719175773959606,,New York,402296.54380988464
CUST-1322,29.0,90067.96603534301,7.225738700420971,Master,Chicago,459675.68378262315
CUST-1323,22.0,,0.9091775641355235,PhD,Los Angeles,416508.00719349855
CUST-1324,54.0,55580.71652340672,33.05077684108482,,New York,401028.53914850927
CUST-1325,,60537.716779890616,24.160653687604686,High School,Los Angeles,400377.4338605744
CUST-1326,72.0,64167.65615895105,50.97232450781153,Master,New York,
CUST-1327,26.0,19165.30263151419,3.6205444518716523,Bachelor,Chicago,110155.71132269807
CUST-1328,58.0,55056.452349588064,36.013754355200454,Bachelor,UNKNOWN,408951.4317710037
CUST-1329,52.0,46360.31504004403,33.88726400693763,High School,New York,406645.1283260414
CUST-1330,36.0,39967.599802101686,12.486986211441486,Master,Houston,219387.1613994352
CUST-1331,65.0,54377.994142280906,45.62641037349596,Bachelor,New York,473198.35701144097
